submission_id,submission_date,gender,age,geography,financial_situation,education,employment_status,submission_state,are_there_children_0_to_2_yrs_out_of_educational_system,were_children_3_to_17_yrs_enrolled_and_did_not_return_to_school,are_there_children_who_stopped_enrolling_in_primary_education,are_there_children_who_stopped_enrolling_in_secondary_education,are_children_attending_face_to_face_classes,can_children_observe_deterioration_of_basic_services_of_school,do_children_3_and_17_yrs_receive_regular_school_meals,are_there_teachers_at_scheduled_class_hours,are_children_3_to_17_yrs_dealing_with_irregular_school_activity,are_children_being_teached_by_unqualified_people,did_teachers_leave_the_educational_system,do_school_and_the_teachers_have_internet_connection,do_children_have_internet_connection,do_children_3_to_17_yrs_miss_virtual_class_due_to_lack_of_electricity,does_home_shows_severe_deficit_of_electricity,does_home_shows_severe_deficit_of_internet,do_children_3_to_17_yrs_miss_class_or_in_lower_grade,are_children_promoted_with_a_modality_different_from_formal_evaluation
4.66308E+15,2021/3/13,Female,Over 45 years old,City center or metropolitan area,"I can afford food, but nothing else",University or college degree completed,"I work full-time, either as an employee or self-employed",Apure,0,0,0,0,0,1,No,There are not enough,1,0,1,0,0,1,0,1,0,1
4.52883E+15,2021/3/15,Male,36 to 45 years old,City center or metropolitan area,"I can afford food, but nothing else",Secondary school/ high school completed,"I work full-time, either as an employee or self-employed",Apure,0,1,0,0,0,1,No,There are not enough,0,0,0,1,1,0,0,0,0,0
5.68845E+15,2021/3/19,Male,26 to 35 years old,Suburban/Peri-urban,"I can afford food, but nothing else",University or college degree completed,"I work full-time, either as an employee or self-employed",Apure,1,0,1,0,1,0,1 day,There are not enough,1,0,0,1,1,0,0,1,0,0
4.62295E+15,2021/3/19,Female,18 to 25 years old,Rural,I cannot afford enough food for my family,Secondary school/ high school completed,I am unemployed,Carabobo,0,1,0,0,0,1,No,There are not enough,1,1,1,0,0,1,1,1,1,1
5.35178E+15,2021/3/14,Female,26 to 35 years old,Suburban/Peri-urban,"I can afford food, regular expenses, and clothes, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Carabobo,0,0,0,0,0,1,No,There are not enough,1,0,1,0,0,1,0,0,0,1
6.01404E+15,2021/3/14,Male,36 to 45 years old,City center or metropolitan area,"I can afford food, but nothing else",Secondary school/ high school completed,None of the above,Distrito Federal,1,0,0,0,1,1,No,There are not enough,1,0,1,0,0,1,0,1,0,1
6.34938E+15,2021/3/14,Female,36 to 45 years old,City center or metropolitan area,"I can afford food, but nothing else",University or college degree completed,"I work full-time, either as an employee or self-employed",Distrito Federal,0,0,0,0,0,1,No,There are not enough,1,0,1,0,1,0,0,0,0,0
6.32885E+15,2021/3/25,Male,36 to 45 years old,Rural,I cannot afford enough food for my family,Secondary school/ high school completed,"I work full-time, either as an employee or self-employed",Distrito Federal,1,1,0,0,0,1,No,There are not enough,1,1,1,0,0,1,0,1,1,0
4.77294E+15,2021/3/20,Female,Over 45 years old,City center or metropolitan area,"I can afford food, but nothing else",Some secondary school / high school,"I work part-time, either as an employee or self-employed",Bolívar,0,1,0,0,0,1,No,There are not enough,1,0,1,0,0,0,0,0,0,0
6.25172E+15,2021/3/13,Female,36 to 45 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Some university or college,"I do housework, fulfilling domestic tasks, looking after children",Bolívar,0,1,0,0,0,1,No,There are not enough,0,0,1,1,1,1,0,1,1,1
5.70185E+15,2021/3/13,Male,36 to 45 years old,Rural,"I can afford food, but nothing else",Some secondary school / high school,I am unemployed,Anzoátegui,1,1,0,1,1,1,No,There are not enough,0,1,1,0,0,0,0,1,0,1
4.95765E+15,2021/3/13,Female,36 to 45 years old,Suburban/Peri-urban,"I can comfortably afford food, clothes, and furniture, and I have savings",University or college degree completed,"I work part-time, either as an employee or self-employed",Anzoátegui,0,1,1,0,0,1,No,There are not enough,1,1,1,0,0,0,0,0,1,1
6.61623E+15,2021/9/27,Female,Over 45 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",University or college degree completed,I am retired,Anzoátegui,0,1,0,1,0,0,No,There are not enough,1,1,0,0,1,0,0,1,0,0
5.84507E+15,2021/4/2,Female,Over 45 years old,Rural,I cannot afford enough food for my family,No formal education,I am retired,Nueva Esparta,1,1,1,1,1,0,No,There are not enough,1,0,1,1,1,1,0,1,1,0
5.41162E+15,2021/3/13,Male,Under 18,Rural,"I can afford food, but nothing else",Secondary school/ high school completed,I am a student and I work part-time,Yaracuy,1,0,0,0,0,1,3 days,There are not enough,0,1,0,1,0,1,0,1,1,1
5.06917E+15,2021/3/16,Female,Over 45 years old,Rural,"I can afford food, but nothing else",Technical school diploma or degree completed,I am unemployed,Yaracuy,0,1,0,0,0,1,No,There are not enough,1,0,1,0,0,1,0,1,0,1
5.94844E+15,2021/3/22,Male,36 to 45 years old,Suburban/Peri-urban,"I can afford food, regular expenses, and clothes, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Yaracuy,0,1,0,0,0,1,No,There are not enough,1,0,1,0,0,1,0,1,0,0
4.91763E+15,2021/3/19,Female,36 to 45 years old,City center or metropolitan area,"I can afford food, but nothing else",Secondary school/ high school completed,None of the above,Aragua,0,1,0,0,0,1,No,There are not enough,1,1,0,0,1,0,0,0,0,0
5.65103E+15,2021/3/14,Female,Over 45 years old,City center or metropolitan area,I cannot afford enough food for my family,Primary school completed,I am retired,Aragua,0,1,1,0,1,1,No,There are not enough,1,1,1,0,0,1,1,1,1,1
6.08755E+15,2021/3/28,Female,18 to 25 years old,Rural,I cannot afford enough food for my family,Some university or college,I am a student and I work part-time,Portuguesa,1,1,1,1,0,1,No,There are not enough,1,1,1,1,1,1,0,1,0,0
4.71124E+15,2021/3/16,Female,Over 45 years old,City center or metropolitan area,Prefer not to answer,University or college degree completed,None of the above,Falcón,0,1,0,0,0,1,No,There are not enough,1,1,1,0,1,1,0,1,0,1
6.1241E+15,2021/3/17,Female,18 to 25 years old,Rural,I cannot afford enough food for my family,Secondary school/ high school completed,I am a student and I work part-time,Lara,0,0,0,0,0,1,No,There are not enough,1,1,0,1,1,1,1,1,1,1
4.7058E+15,2021/3/14,Male,36 to 45 years old,Rural,"I can afford food and regular expenses, but nothing else",Secondary school/ high school completed,"I do housework, fulfilling domestic tasks, looking after children",Táchira,1,1,0,0,0,1,No,There are not enough,0,0,0,1,1,1,0,1,1,0
4.60837E+15,2021/3/13,Male,36 to 45 years old,Rural,"I can afford food, but nothing else",Technical school diploma or degree completed,"I work full-time, either as an employee or self-employed",Táchira,0,1,0,0,0,1,No,There are not enough,1,0,1,0,0,1,0,0,0,1
6.46078E+15,2021/3/13,Male,26 to 35 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",University or college degree completed,"I work full-time, either as an employee or self-employed",Táchira,0,0,0,0,0,1,2 days,There are not enough,1,1,1,0,0,1,1,1,1,1
6.73798E+15,2021/3/18,Not Available,Not Available,Not Available,Not Available,Not available,Not Available,Táchira,1,0,1,1,0,1,Every day,There are not enough,1,1,1,1,1,1,0,0,1,1
5.0266E+15,2021/3/27,Female,36 to 45 years old,Rural,"I can afford food, but nothing else",Some secondary school / high school,"I do housework, fulfilling domestic tasks, looking after children",Táchira,0,1,0,0,0,1,No,There are not enough,1,0,1,0,0,1,1,1,0,0
6.0521E+15,2021/3/26,Male,26 to 35 years old,Rural,"I can afford food and regular expenses, but nothing else",Secondary school/ high school completed,"I work part-time, either as an employee or self-employed",Mérida,0,1,0,0,0,1,No,There are not enough,1,1,1,0,0,1,1,1,0,1
5.45097E+15,2021/3/14,Female,36 to 45 years old,Suburban/Peri-urban,"I can afford food, but nothing else",University or college degree completed,"I work full-time, either as an employee or self-employed",Mérida,0,0,0,0,0,1,Every day,There are not enough,0,0,1,0,1,1,0,0,0,0
4.69586E+15,2021/3/13,Female,18 to 25 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Secondary school/ high school completed,I am a student and I work part-time,Trujillo,1,1,0,0,0,1,No,There are not enough,0,0,1,0,1,1,0,1,0,1
5.23699E+15,2021/3/18,Female,18 to 25 years old,City center or metropolitan area,"I can afford food, but nothing else",Some university or college,I am a student and I work part-time,Trujillo,1,1,1,0,0,1,No,There are not enough,1,0,1,1,1,1,0,1,0,1
5.14429E+15,2021/3/13,Male,26 to 35 years old,Suburban/Peri-urban,"I can afford food, but nothing else",University or college degree completed,"I work full-time, either as an employee or self-employed",Trujillo,1,1,0,1,0,1,No,There are not enough,1,1,1,0,0,1,0,1,0,1
4.73984E+15,2021/3/25,Female,18 to 25 years old,Rural,"I can afford food, but nothing else",University or college degree completed,"I do housework, fulfilling domestic tasks, looking after children",Bolívar,1,0,0,1,1,1,No,There are not enough,1,0,0,1,1,1,0,0,1,0
5.20044E+15,2021/3/25,Male,Over 45 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Secondary school/ high school completed,I am unemployed,Bolívar,0,1,0,0,0,1,No,There are not enough,1,0,1,0,1,1,1,0,0,1
6.02529E+15,2021/3/13,Female,18 to 25 years old,City center or metropolitan area,"I can afford food, but nothing else",Some technical education (e.g polytechnic school),I am a student,Bolívar,1,0,1,0,0,0,No,There are not enough,0,0,0,0,0,0,1,1,0,1
4.67841E+15,2021/3/14,Female,26 to 35 years old,Suburban/Peri-urban,Prefer not to answer,Technical school diploma or degree completed,"I do housework, fulfilling domestic tasks, looking after children",Bolívar,0,0,0,0,0,1,No,There are not enough,1,0,1,0,1,1,0,1,1,1
6.72875E+15,2021/3/15,Female,Over 45 years old,Rural,"I can afford food, but nothing else",Some primary education,"I do housework, fulfilling domestic tasks, looking after children",Bolívar,1,1,0,0,0,1,No,There are not enough,1,0,1,0,0,1,0,1,0,0
5.17915E+15,2021/3/14,Male,18 to 25 years old,Rural,I cannot afford enough food for my family,Secondary school/ high school completed,"I work part-time, either as an employee or self-employed",Bolívar,0,0,0,0,0,0,No,There are not enough,1,0,1,1,1,1,1,1,1,1
6.3488E+15,2021/3/14,Female,26 to 35 years old,City center or metropolitan area,I cannot afford enough food for my family,Technical school diploma or degree completed,"I work part-time, either as an employee or self-employed",Distrito Federal,0,1,0,0,0,1,No,There are not enough,1,1,1,0,0,0,1,1,0,0
6.64633E+15,2021/3/27,Male,18 to 25 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Technical school diploma or degree completed,I am unemployed,Distrito Federal,0,1,0,0,0,1,No,There are not enough,1,1,1,0,0,1,0,1,0,1
6.4834E+15,2021/3/14,Male,18 to 25 years old,City center or metropolitan area,"I can afford food, but nothing else",Secondary school/ high school completed,"I work full-time, either as an employee or self-employed",Distrito Federal,1,0,0,1,0,1,3 days,There are not enough,0,1,0,1,0,0,0,1,0,0
4.5802E+15,2021/9/27,Male,36 to 45 years old,Suburban/Peri-urban,I cannot afford enough food for my family,Some secondary school / high school,"I work part-time, either as an employee or self-employed",Zulia,0,1,1,0,0,1,No,There are not enough,1,0,1,0,1,1,1,1,0,0
5.69698E+15,2021/3/17,Male,36 to 45 years old,City center or metropolitan area,I cannot afford enough food for my family,Technical school diploma or degree completed,"I work full-time, either as an employee or self-employed",Zulia,0,1,0,1,0,1,No,There are not enough,1,0,1,0,0,0,1,1,1,1
5.33912E+15,2021/3/23,Female,36 to 45 years old,Suburban/Peri-urban,"I can afford food, regular expenses, and clothes, but nothing else",Secondary school/ high school completed,"I work part-time, either as an employee or self-employed",Zulia,0,0,0,1,0,1,No,There are not enough,1,0,1,0,0,1,0,1,0,0
5.9473E+15,2021/3/16,Female,36 to 45 years old,City center or metropolitan area,"I can afford food, but nothing else",University or college degree completed,None of the above,Zulia,0,0,0,0,0,1,No,There are not enough,1,0,1,0,0,1,1,1,0,1
5.13756E+15,2021/9/27,Male,Over 45 years old,Rural,"I can afford food, but nothing else",Secondary school/ high school completed,"I work part-time, either as an employee or self-employed",Zulia,1,1,0,0,0,0,No,There are not enough,1,0,1,1,1,0,0,0,0,0
6.71147E+15,2021/6/4,Male,Over 45 years old,City center or metropolitan area,"I can afford food, but nothing else",University or college degree completed,I am unemployed,Zulia,0,1,0,0,0,1,No,There are not enough,1,1,1,1,1,1,1,1,0,1
4.75041E+15,2021/4/2,Male,Over 45 years old,City center or metropolitan area,"I can afford food, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Zulia,0,1,1,0,0,1,No,There are not enough,1,1,1,0,0,1,1,1,0,1
4.61606E+15,2021/4/2,Male,26 to 35 years old,City center or metropolitan area,I cannot afford enough food for my family,University or college degree completed,"I do housework, fulfilling domestic tasks, looking after children",Zulia,1,0,0,0,0,1,No,There are not enough,0,1,0,0,0,1,1,0,0,0
6.14211E+15,2021/3/15,Male,36 to 45 years old,City center or metropolitan area,Prefer not to answer,University or college degree completed,"I work full-time, either as an employee or self-employed",Zulia,0,0,0,0,0,1,No,There are not enough,1,1,1,1,1,1,0,0,0,0
6.498E+15,2021/3/13,Male,26 to 35 years old,Suburban/Peri-urban,"I can afford food, but nothing else",University or college degree completed,I am unemployed,Zulia,0,0,0,0,0,1,No,There are not enough,0,0,0,1,0,0,1,1,0,0
5.64703E+15,2021/3/26,Female,36 to 45 years old,City center or metropolitan area,"I can afford food, but nothing else",Post-graduate education,"I work full-time, either as an employee or self-employed",Zulia,1,1,0,0,0,1,No,There are not enough,1,0,1,0,0,1,0,1,0,0
5.02099E+15,2021/3/13,Female,18 to 25 years old,Suburban/Peri-urban,I cannot afford enough food for my family,University or college degree completed,"I work full-time, either as an employee or self-employed",Zulia,0,1,1,0,0,1,No,There are not enough,1,1,1,0,1,1,0,1,1,1
6.3254E+15,2021/9/27,Female,26 to 35 years old,Suburban/Peri-urban,"I can comfortably afford food, clothes, and furniture, but I don’t have savings",Some university or college,"I work full-time, either as an employee or self-employed",Zulia,0,1,1,0,0,1,No,There are not enough,1,1,1,0,0,1,0,0,1,1
5.85174E+15,2021/3/13,Female,36 to 45 years old,City center or metropolitan area,"I can afford food, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Trujillo,0,0,0,0,0,1,No,There are not enough,0,1,0,0,1,1,1,1,0,0
5.42396E+15,2021/3/13,Male,Over 45 years old,City center or metropolitan area,"I can afford food, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Bolívar,0,0,0,0,0,1,No,There are not enough,1,1,1,0,0,1,0,1,0,0
6.05561E+15,2021/3/14,Female,26 to 35 years old,Rural,"I can afford food and regular expenses, but nothing else",University or college degree completed,I am a student and I work part-time,Bolívar,0,0,0,0,0,1,No,There are not enough,1,0,1,0,0,0,1,1,0,0
4.75172E+15,2021/3/30,Male,26 to 35 years old,City center or metropolitan area,"I can comfortably afford food, clothes, and furniture, and I have savings",University or college degree completed,"I work full-time, either as an employee or self-employed",Bolívar,0,1,1,0,0,1,No,There are not enough,1,1,1,1,0,1,1,1,1,1
5.11679E+15,2021/3/13,Male,36 to 45 years old,City center or metropolitan area,"I can afford food, but nothing else",University or college degree completed,"I do housework, fulfilling domestic tasks, looking after children",Bolívar,0,0,0,0,0,0,No,There are not enough,0,0,0,1,1,1,0,0,1,0
6.37992E+15,2021/3/30,Female,Over 45 years old,City center or metropolitan area,I cannot afford enough food for my family,Some technical education (e.g polytechnic school),None of the above,Bolívar,0,1,0,0,0,1,No,There are not enough,1,0,1,1,1,1,0,1,0,0
5.52485E+15,2021/4/4,Male,26 to 35 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Technical school diploma or degree completed,I am unemployed,Bolívar,1,0,0,0,0,0,No,There are not enough,1,0,1,0,0,1,0,1,0,0
6.24664E+15,2021/4/1,Male,26 to 35 years old,City center or metropolitan area,"I can afford food, but nothing else",University or college degree completed,I am unemployed,Bolívar,1,1,1,1,0,1,No,There are not enough,1,0,1,0,1,1,0,1,0,1
4.95252E+15,2021/3/30,Male,18 to 25 years old,City center or metropolitan area,I cannot afford enough food for my family,Secondary school/ high school completed,I am unemployed,Bolívar,0,1,0,0,0,0,No,There are not enough,1,1,1,0,1,0,0,1,0,1
6.52428E+15,2021/3/13,Male,26 to 35 years old,Suburban/Peri-urban,I cannot afford enough food for my family,Secondary school/ high school completed,I am unemployed,Bolívar,0,0,0,0,0,1,No,There are not enough,1,1,1,0,1,0,0,1,0,1
5.00291E+15,2021/3/17,Male,36 to 45 years old,Rural,"I can afford food, but nothing else",Some university or college,None of the above,Monagas,1,1,0,1,0,1,No,There are not enough,1,0,1,0,0,0,0,1,1,0
6.2191E+15,2021/3/21,Male,18 to 25 years old,Rural,I cannot afford enough food for my family,Secondary school/ high school completed,I am a student,Anzoátegui,0,1,1,0,0,1,No,There are not enough,1,1,1,0,0,0,0,1,0,0
6.14537E+15,2021/3/13,Female,26 to 35 years old,City center or metropolitan area,"I can comfortably afford food, clothes, and furniture, but I don’t have savings",University or college degree completed,"I work full-time, either as an employee or self-employed",Portuguesa,0,0,0,0,0,1,No,There are not enough,1,0,1,0,0,1,0,1,0,1
4.96946E+15,2021/3/14,Female,18 to 25 years old,Rural,I cannot afford enough food for my family,Secondary school/ high school completed,I am a student,Portuguesa,0,1,0,0,0,1,3 days,There are not enough,0,0,1,0,1,0,0,0,1,1
6.21222E+15,2021/5/2,Male,36 to 45 years old,City center or metropolitan area,I cannot afford enough food for my family,Secondary school/ high school completed,I am unemployed,Portuguesa,1,0,1,0,0,1,No,There are not enough,1,1,1,1,0,1,0,1,0,1
4.97756E+15,2021/3/19,Female,Under 18,Suburban/Peri-urban,"I can afford food, but nothing else",Secondary school/ high school completed,I am a student,Portuguesa,1,1,1,1,0,1,No,There are not enough,0,0,1,0,0,1,1,1,0,0
4.96977E+15,2021/4/3,Female,26 to 35 years old,Rural,Prefer not to answer,Secondary school/ high school completed,"I do housework, fulfilling domestic tasks, looking after children",Táchira,0,1,0,0,1,1,No,There are not enough,1,1,1,0,0,1,1,1,0,1
4.66486E+15,2021/3/16,Female,18 to 25 years old,Rural,I cannot afford enough food for my family,Technical school diploma or degree completed,I am unemployed,Táchira,0,0,0,0,0,0,No,There are not enough,1,0,0,1,0,0,1,1,1,1
4.75425E+15,2021/3/18,Female,36 to 45 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Technical school diploma or degree completed,"I do housework, fulfilling domestic tasks, looking after children",Aragua,1,0,1,0,0,0,No,There are not enough,1,1,1,1,1,1,1,1,1,1
6.05728E+15,2021/3/13,Female,Over 45 years old,City center or metropolitan area,"I can afford food, but nothing else",Technical school diploma or degree completed,"I work full-time, either as an employee or self-employed",Aragua,0,0,0,0,0,1,No,There are not enough,1,1,1,0,0,0,1,1,0,1
5.48031E+15,2021/3/21,Male,Over 45 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Technical school diploma or degree completed,"I work part-time, either as an employee or self-employed",Aragua,1,1,1,1,0,0,No,There are not enough,1,0,1,0,1,1,1,1,0,1
6.60462E+15,2021/3/14,Female,26 to 35 years old,Suburban/Peri-urban,"I can afford food, but nothing else",University or college degree completed,I am unemployed,Aragua,1,0,0,0,0,1,No,There are not enough,1,1,1,0,0,1,1,1,1,1
5.98098E+15,2021/3/18,Male,26 to 35 years old,Rural,I cannot afford enough food for my family,University or college degree completed,"I work full-time, either as an employee or self-employed",Aragua,0,0,0,0,0,1,No,There are not enough,1,0,1,0,0,1,0,0,0,0
5.62375E+15,2021/4/3,Male,26 to 35 years old,Rural,Prefer not to answer,University or college degree completed,None of the above,Guárico,1,0,0,0,0,1,No,There are not enough,0,0,1,0,0,1,1,1,0,0
5.04559E+15,2021/9/27,Female,18 to 25 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Secondary school/ high school completed,I am a student and I work part-time,Guárico,0,0,0,0,1,1,No,There are not enough,1,1,1,0,0,1,1,0,1,1
5.99184E+15,2021/3/14,Male,18 to 25 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",Secondary school/ high school completed,"I work part-time, either as an employee or self-employed",Guárico,0,0,0,0,0,1,No,There are not enough,1,1,1,0,1,1,1,1,0,1
4.64515E+15,2021/3/21,Female,36 to 45 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Zulia,1,1,0,1,0,1,No,There are not enough,1,1,1,0,0,1,1,1,0,1
6.15615E+15,2021/5/25,Male,Over 45 years old,City center or metropolitan area,"I can afford food, but nothing else",Post-graduate education,"I work full-time, either as an employee or self-employed",Zulia,0,0,0,0,0,1,No,There are not enough,1,0,1,1,1,0,0,0,0,0
6.63237E+15,2021/3/16,Female,Over 45 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",Secondary school/ high school completed,"I work part-time, either as an employee or self-employed",Zulia,1,0,0,0,0,1,No,There are not enough,1,0,1,0,0,0,0,1,0,0
6.21843E+15,2021/3/22,Female,Over 45 years old,Rural,"I can afford food, but nothing else",University or college degree completed,"I do housework, fulfilling domestic tasks, looking after children",Zulia,0,1,0,0,0,1,No,There are not enough,1,0,1,0,0,0,0,1,0,0
6.65971E+15,2021/3/13,Female,36 to 45 years old,City center or metropolitan area,"I can afford food, regular expenses, and clothes, but nothing else",University or college degree completed,"I work full-time, either as an employee or self-employed",Zulia,0,1,1,0,0,1,No,There are not enough,1,0,1,0,1,0,0,1,1,1
5.81901E+15,2021/3/19,Female,Over 45 years old,Rural,I cannot afford enough food for my family,Secondary school/ high school completed,I am unemployed,Zulia,1,1,1,1,1,1,No,There are not enough,1,1,1,1,1,0,1,1,1,1
5.62991E+15,2021/3/13,Male,36 to 45 years old,City center or metropolitan area,I cannot afford enough food for my family,Some university or college,"I work part-time, either as an employee or self-employed",Zulia,0,1,0,0,0,1,No,There are not enough,1,1,1,0,1,1,0,0,1,1
6.56876E+15,2021/4/2,Female,18 to 25 years old,Rural,I cannot afford enough food for my family,Secondary school/ high school completed,"I do housework, fulfilling domestic tasks, looking after children",Delta Amacuro,1,1,0,0,0,1,Every day,There are not enough,1,1,1,1,1,1,1,1,0,1
5.28278E+15,2021/3/18,Male,Over 45 years old,Suburban/Peri-urban,"I can afford food, but nothing else",University or college degree completed,I am unemployed,Trujillo,0,0,0,0,0,1,No,There are not enough,0,0,0,0,0,1,1,0,0,0
4.57512E+15,2021/3/18,Female,18 to 25 years old,City center or metropolitan area,Prefer not to answer,Secondary school/ high school completed,I am a student,Aragua,0,0,0,0,1,0,No,There are not enough,1,0,1,0,1,1,0,1,1,0
4.63216E+15,2021/3/13,Male,Over 45 years old,Suburban/Peri-urban,I cannot afford enough food for my family,University or college degree completed,I am unemployed,Aragua,0,0,0,0,0,1,No,There are not enough,1,0,1,0,1,0,0,0,0,0
4.64108E+15,2021/3/18,Female,36 to 45 years old,City center or metropolitan area,"I can afford food, but nothing else",Some secondary school / high school,"I do housework, fulfilling domestic tasks, looking after children",Aragua,0,0,0,0,0,1,No,There are not enough,1,0,1,1,1,1,0,1,0,0
6.53091E+15,2021/3/13,Male,36 to 45 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",Technical school diploma or degree completed,"I work full-time, either as an employee or self-employed",Zulia,0,1,0,0,0,1,No,There are not enough,0,0,1,0,0,1,1,1,0,1
5.89291E+15,2021/3/22,Male,36 to 45 years old,Suburban/Peri-urban,I cannot afford enough food for my family,Secondary school/ high school completed,I am unemployed,Zulia,1,1,1,1,1,1,1 day,There are not enough,0,1,1,1,0,1,1,1,1,1
6.68332E+15,2021/4/1,Male,36 to 45 years old,Rural,I cannot afford enough food for my family,Secondary school/ high school completed,I am unemployed,Aragua,0,1,1,1,0,1,No,There are not enough,1,1,1,0,0,1,0,1,0,1
5.73704E+15,2021/3/20,Female,18 to 25 years old,City center or metropolitan area,"I can afford food, but nothing else",Technical school diploma or degree completed,"I do housework, fulfilling domestic tasks, looking after children",Zulia,0,1,0,0,0,1,No,There are not enough,1,0,1,0,0,1,1,1,1,0
5.16161E+15,2021/3/13,Female,26 to 35 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",Post-graduate education,"I work full-time, either as an employee or self-employed",Zulia,0,0,0,0,0,1,No,There are not enough,1,0,1,0,1,1,0,0,0,0
4.52302E+15,2021/3/13,Male,26 to 35 years old,City center or metropolitan area,I cannot afford enough food for my family,University or college degree completed,I am unemployed,Zulia,0,0,0,0,0,1,No,There are not enough,1,1,1,1,1,1,0,1,0,1
6.65905E+15,2021/3/13,Female,26 to 35 years old,Suburban/Peri-urban,Prefer not to answer,Some technical education (e.g polytechnic school),None of the above,Zulia,0,1,0,0,0,1,No,There are not enough,1,1,1,1,0,1,0,0,0,0
5.64445E+15,2021/3/13,Male,18 to 25 years old,Rural,"I can afford food, but nothing else",Technical school diploma or degree completed,I am a student and I work part-time,Zulia,0,1,1,1,0,1,No,There are not enough,0,1,1,1,1,1,1,1,0,1
6.0198E+15,2021/3/19,Male,26 to 35 years old,City center or metropolitan area,"I can comfortably afford food, clothes, and furniture, but I don’t have savings",Technical school diploma or degree completed,"I work full-time, either as an employee or self-employed",Zulia,1,1,1,0,0,0,No,There are not enough,1,0,1,0,0,1,0,1,1,1
5.89803E+15,2021/3/28,Male,36 to 45 years old,City center or metropolitan area,I cannot afford enough food for my family,Secondary school/ high school completed,"I work full-time, either as an employee or self-employed",Anzoátegui,0,0,0,0,0,1,No,There are not enough,1,0,1,0,0,0,1,0,0,0
4.53699E+15,2021/3/13,Female,Over 45 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Technical school diploma or degree completed,I am a student and I work part-time,Anzoátegui,0,0,0,0,0,0,No,There are not enough,0,0,0,0,0,0,0,0,0,0
4.51497E+15,2021/3/13,Male,26 to 35 years old,City center or metropolitan area,I cannot afford enough food for my family,University or college degree completed,I am a student,Anzoátegui,1,1,0,0,1,1,1 day,There are not enough,1,0,1,0,0,1,1,1,0,0
5.26375E+15,2021/3/19,Female,26 to 35 years old,City center or metropolitan area,I cannot afford enough food for my family,Technical school diploma or degree completed,I am unemployed,Zulia,0,1,0,0,1,1,No,There are not enough,0,1,1,0,1,1,1,1,0,1
5.24959E+15,2021/3/14,Female,36 to 45 years old,Rural,I cannot afford enough food for my family,Post-graduate education,"I work part-time, either as an employee or self-employed",Zulia,0,0,0,0,0,1,No,There are not enough,1,1,1,1,1,1,1,1,1,1
6.48557E+15,2021/3/13,Female,36 to 45 years old,Suburban/Peri-urban,I cannot afford enough food for my family,Post-graduate education,I am unemployed,Zulia,0,0,0,0,0,0,No,There are not enough,1,0,1,0,1,0,0,0,0,0
6.20255E+15,2021/3/15,Male,36 to 45 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Technical school diploma or degree completed,"I work full-time, either as an employee or self-employed",Sucre,1,1,0,0,0,1,No,There are not enough,1,1,1,1,1,1,0,1,0,1
5.86143E+15,2021/4/17,Male,36 to 45 years old,City center or metropolitan area,"I can afford food, but nothing else",Some secondary school / high school,None of the above,Sucre,0,1,1,1,0,1,No,There are not enough,1,0,1,0,1,1,0,1,0,1
6.63775E+15,2021/3/27,Male,Over 45 years old,Rural,I cannot afford enough food for my family,University or college degree completed,"I work part-time, either as an employee or self-employed",Sucre,0,0,0,0,0,1,No,There are not enough,1,0,1,0,0,1,0,1,0,1
4.75838E+15,2021/3/14,Female,36 to 45 years old,Rural,I cannot afford enough food for my family,University or college degree completed,"I work part-time, either as an employee or self-employed",Sucre,1,0,1,0,1,0,1 day,There are not enough,1,0,1,0,1,1,0,0,1,1
5.25962E+15,2021/3/19,Female,18 to 25 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Secondary school/ high school completed,"I do housework, fulfilling domestic tasks, looking after children",Sucre,1,1,0,0,0,1,No,There are not enough,1,1,1,1,1,0,0,1,0,1
4.68049E+15,2021/3/14,Female,Over 45 years old,City center or metropolitan area,"I can afford food, but nothing else",Some secondary school / high school,I am unemployed,Distrito Federal,0,1,0,1,0,0,No,There are not enough,1,1,1,1,1,1,0,0,0,0
